20260312 123800;6782.25;6783.5;6781.25;6781.5;24
20260312 123900;6782.25;6782.75;6782;6782.5;10
20260312 124000;6782.75;6783.5;6780;6780;41
20260312 124100;6780.25;6781.5;6780.25;6781.25;51
20260312 124200;6781;6782.25;6780.5;6782.25;30
20260312 124300;6782;6784;6782;6782.75;30
20260312 124400;6782.5;6782.75;6781;6782.75;63
20260312 124500;6783;6785.25;6783;6784.5;86
20260312 124600;6784.5;6784.5;6781.5;6783.5;84
20260312 124700;6783.75;6783.75;6782.5;6783.5;50
20260312 124800;6783.75;6784.75;6782;6784.75;37
20260312 124900;6785;6787;6784.75;6785.75;84
20260312 125000;6786;6786.25;6784;6785.25;147
20260312 125100;6785.25;6786;6785;6785.5;39
20260312 125200;6785.75;6786.25;6783;6783;142
20260312 125300;6783;6783.25;6781;6781;60
20260312 125400;6781;6782.25;6780.75;6781.5;30
20260312 125500;6781.5;6783.5;6781.5;6782;23
20260312 125600;6782.75;6786.25;6782.75;6786.25;59
20260312 125700;6785.75;6786;6784.25;6786;46
